A,,,,,
B,,LEBT1-LebanonTN,OHHT1-OLD_HICKORY,SMLK2-CumberlandR-SmithlandKY,KINT1-HarpethR-KingstonSpringsTN
C,UTC,Precip-Inc,Precip-Inc,Precip-Inc,Precip-Inc
E,,,,,
F,,dcp-rev,dcp-rev,dcp-rev,dcp-rev
Units,,in,in,in,in
Type,,PER-CUM,PER-CUM,PER-CUM,PER-CUM
1386,29May2020  1530,0.00000,0.00000,0.00000,0.000
1387,29May2020  1600,0.00000,0.00000,0.00000,0.000
1388,29May2020  1630,0.00000,0.00000,0.00000,0.000
1389,29May2020  1700,0.00000,0.00000,0.00000,0.000
1390,29May2020  1730,0.00000,0.00000,0.00000,0.000
1391,29May2020  1800,0.00000,0.00000,0.00000,0.000
1392,29May2020  1830,0.00000,0.00000,0.00000,0.000
1393,29May2020  1900,0.00000,0.00000,0.00000,0.000
1394,29May2020  1930,0.00000,0.00000,0.00000,0.000
1395,29May2020  2000,0.00000,0.00000,0.00000,0.000
1396,29May2020  2030,0.00000,0.00000,0.00000,0.000
1397,29May2020  2100,0.00000,0.00000,0.00000,0.000
1398,29May2020  2130,0.00000,0.00000,0.00000,0.000
1399,29May2020  2200,0.00000,0.00000,0.00000,0.000
1400,29May2020  2230,0.00000,0.00000,0.00000,0.000
1401,29May2020  2300,0.00000,0.00000,0.00000,0.050
1402,29May2020  2330,0.00000,0.00000,0.00000,0.000
1403,30May2020  0000,0.00000,0.00000,0.00000,0.000
1404,30May2020  0030,0.00000,0.00000,0.00000,0.000
1405,30May2020  0100,0.00000,0.00000,0.00000,0.000
1406,30May2020  0130,0.00000,0.00000,0.00000,0.000
1407,30May2020  0200,0.00000,0.00000,0.00000,0.000
1408,30May2020  0230,0.00000,0.00000,0.00000,0.000
1409,30May2020  0300,0.00000,0.00000,0.00000,0.000
1410,30May2020  0330,0.00000,0.00000,0.00000,0.000
1411,30May2020  0400,0.00000,0.00000,0.00000,0.000
1412,30May2020  0430,0.00000,0.00000,0.00000,0.000
1413,30May2020  0500,0.00000,0.00000,0.00000,0.000
1414,30May2020  0530,0.00000,0.00000,0.00000,0.000
1415,30May2020  0600,0.00000,0.00000,0.00000,0.000
1416,30May2020  0630,0.00000,0.00000,0.00000,0.000
1417,30May2020  0700,0.00000,0.00000,0.00000,0.000
1418,30May2020  0730,0.00000,0.00000,0.00000,0.000
1419,30May2020  0800,0.00000,0.00000,0.00000,0.000
1420,30May2020  0830,0.00000,0.00000,0.00000,0.000
1421,30May2020  0900,0.00000,0.00000,0.00000,0.010
1422,30May2020  0930,0.00000,0.00000,0.00000,0.000
1423,30May2020  1000,0.00000,0.00000,0.00000,0.000
1424,30May2020  1030,0.00000,0.00000,0.00000,0.000
1425,30May2020  1100,0.00000,0.00000,0.00000,0.000
1426,30May2020  1130,0.00000,0.00000,0.00000,0.000
1427,30May2020  1200,0.00000,0.00000,0.00000,0.000
1428,30May2020  1230,0.00000,0.00000,0.00000,0.000
1429,30May2020  1300,0.00000,0.00000,0.00000,0.000
1430,30May2020  1330,0.00000,0.00000,0.00000,0.000
1431,30May2020  1400,0.00000,0.00000,0.00000,0.000
1432,30May2020  1430,0.00000,0.00000,0.00000,0.000
1433,30May2020  1500,0.00000,0.00000,0.00000,0.000
1434,30May2020  1530,0.00000,0.00000,0.00000,0.000
1435,30May2020  1600,0.00000,0.00000,0.00000,0.000
1436,30May2020  1630,0.00000,0.00000,0.00000,0.000
1437,30May2020  1700,0.00000,0.00000,0.00000,0.000
1438,30May2020  1730,0.00000,0.00000,0.00000,0.000
1439,30May2020  1800,0.00000,0.00000,0.00000,0.000
1440,30May2020  1830,0.00000,0.00000,0.00000,0.000
1441,30May2020  1900,0.00000,0.00000,0.00000,0.000
1442,30May2020  1930,0.00000,0.00000,0.00000,0.000
1443,30May2020  2000,0.00000,0.00000,0.00000,0.000
1444,30May2020  2030,0.00000,0.00000,0.00000,0.000
1445,30May2020  2100,0.00000,0.00000,0.00000,0.000
1446,30May2020  2130,0.00000,0.00000,0.00000,0.000
1447,30May2020  2200,0.00000,0.00000,0.00000,0.000
1448,30May2020  2230,0.00000,0.00000,0.00000,0.000
1449,30May2020  2300,0.00000,0.00000,0.00000,0.000
1450,30May2020  2330,0.00000,0.00000,0.00000,0.000
1451,31May2020  0000,0.00000,0.00000,0.00000,0.000
1452,31May2020  0030,0.00000,0.00000,0.00000,0.000
1453,31May2020  0100,0.00000,0.00000,0.00000,0.000
1454,31May2020  0130,0.00000,0.00000,0.00000,0.000
1455,31May2020  0200,0.00000,0.00000,0.00000,0.000
1456,31May2020  0230,0.00000,0.00000,0.00000,0.000
1457,31May2020  0300,0.00000,0.00000,0.00000,0.000
1458,31May2020  0330,0.00000,0.00000,0.00000,0.000
1459,31May2020  0400,0.00000,0.00000,0.00000,0.000
1460,31May2020  0430,0.00000,0.00000,0.00000,0.000
1461,31May2020  0500,0.00000,0.00000,0.00000,0.000
1462,31May2020  0530,0.00000,0.00000,0.00000,0.000
1463,31May2020  0600,0.00000,0.00000,0.00000,0.000
1464,31May2020  0630,0.00000,0.00000,0.00000,0.000
1465,31May2020  0700,0.00000,0.00000,0.00000,0.000
1466,31May2020  0730,0.00000,0.00000,0.00000,0.000
1467,31May2020  0800,0.00000,0.00000,0.00000,0.000
1468,31May2020  0830,0.00000,0.00000,0.00000,0.000
1469,31May2020  0900,0.00000,0.00000,0.00000,0.000
1470,31May2020  0930,0.00000,0.00000,0.00000,0.000
1471,31May2020  1000,0.00000,0.00000,0.00000,0.000
1472,31May2020  1030,0.00000,0.00000,0.00000,0.000
1473,31May2020  1100,0.00000,0.00000,0.00000,0.000
1474,31May2020  1130,0.00000,0.00000,0.00000,0.000
1475,31May2020  1200,0.00000,0.00000,0.00000,0.000
1476,31May2020  1230,0.00000,0.00000,0.00000,0.000
1477,31May2020  1300,0.00000,0.00000,0.00000,0.000
1478,31May2020  1330,0.00000,0.00000,0.00000,0.000
1479,31May2020  1400,0.00000,0.00000,0.00000,0.000
1480,31May2020  1430,0.00000,0.00000,0.00000,0.000
1481,31May2020  1500,0.00000,0.00000,0.00000,0.000
1482,31May2020  1530,0.00000,0.00000,0.00000,0.000
1483,31May2020  1600,0.00000,0.00000,0.00000,0.000
1484,31May2020  1630,0.00000,0.00000,0.00000,0.000
1485,31May2020  1700,0.00000,0.00000,0.00000,0.000
1486,31May2020  1730,0.00000,0.00000,0.00000,0.000
1487,31May2020  1800,0.00000,0.00000,0.00000,0.000
1488,31May2020  1830,0.00000,0.00000,0.00000,0.000
1489,31May2020  1900,0.00000,0.00000,0.00000,0.000
1490,31May2020  1930,0.00000,0.00000,0.00000,0.000
1491,31May2020  2000,0.00000,0.00000,0.00000,0.000
1492,31May2020  2030,0.00000,0.00000,0.00000,0.000
1493,31May2020  2100,0.00000,0.00000,0.00000,0.000
1494,31May2020  2130,0.00000,0.00000,0.00000,0.000
1495,31May2020  2200,0.00000,0.00000,0.00000,0.000
1496,31May2020  2230,0.00000,0.00000,0.00000,0.000
1497,31May2020  2300,0.00000,0.00000,0.00000,0.000
1498,31May2020  2330,0.00000,0.00000,0.00000,0.000
1499,01Jun2020  0000,0.00000,0.00000,0.00000,0.000
1500,01Jun2020  0030,0.00000,0.00000,0.00000,0.000
1501,01Jun2020  0100,0.00000,0.00000,0.00000,0.000
1502,01Jun2020  0130,0.00000,0.00000,0.00000,0.000
1503,01Jun2020  0200,0.00000,0.00000,0.00000,0.000
1504,01Jun2020  0230,0.00000,0.00000,0.00000,0.000
1505,01Jun2020  0300,0.00000,0.00000,0.00000,0.000
1506,01Jun2020  0330,0.00000,0.00000,0.00000,0.000
1507,01Jun2020  0400,0.00000,0.00000,0.00000,0.000
1508,01Jun2020  0430,0.00000,0.00000,0.00000,0.000
1509,01Jun2020  0500,0.00000,0.00000,0.00000,0.000
1510,01Jun2020  0530,0.00000,0.00000,0.00000,0.000
1511,01Jun2020  0600,0.00000,0.00000,0.00000,0.000
1512,01Jun2020  0630,0.00000,0.00000,0.00000,0.000
1513,01Jun2020  0700,0.00000,0.00000,0.00000,0.000
1514,01Jun2020  0730,0.00000,0.00000,0.00000,0.000
1515,01Jun2020  0800,0.00000,0.00000,0.00000,0.000
1516,01Jun2020  0830,0.00000,0.00000,0.00000,0.000
1517,01Jun2020  0900,0.00000,0.00000,0.00000,0.000
1518,01Jun2020  0930,0.00000,0.00000,0.00000,0.000
1519,01Jun2020  1000,0.00000,0.00000,0.00000,0.000
1520,01Jun2020  1030,0.00000,0.00000,0.00000,0.000
1521,01Jun2020  1100,0.00000,0.00000,0.00000,0.000
1522,01Jun2020  1130,0.00000,0.00000,0.00000,0.000
1523,01Jun2020  1200,0.00000,0.00000,0.00000,0.000
1524,01Jun2020  1230,0.00000,0.00000,0.00000,0.000
1525,01Jun2020  1300,0.00000,0.00000,0.00000,0.000
1526,01Jun2020  1330,0.00000,0.00000,0.00000,0.000
1527,01Jun2020  1400,0.00000,0.00000,0.00000,0.000
1528,01Jun2020  1430,0.00000,0.00000,0.00000,0.000
1529,01Jun2020  1500,0.00000,0.00000,0.00000,0.000
1530,01Jun2020  1530,0.00000,0.00000,0.00000,0.000
1531,01Jun2020  1600,0.00000,0.00000,0.00000,0.000
1532,01Jun2020  1630,0.00000,0.00000,0.00000,0.000
1533,01Jun2020  1700,0.00000,0.00000,0.00000,0.000
1534,01Jun2020  1730,0.00000,0.00000,0.00000,0.000
1535,01Jun2020  1800,0.00000,0.00000,0.00000,0.000
1536,01Jun2020  1830,0.00000,0.00000,0.00000,0.000
1537,01Jun2020  1900,0.00000,0.00000,0.00000,0.000
1538,01Jun2020  1930,0.00000,0.00000,0.00000,0.000
1539,01Jun2020  2000,0.00000,0.00000,0.00000,0.000
1540,01Jun2020  2030,0.00000,0.00000,0.00000,0.000
1541,01Jun2020  2100,0.00000,0.00000,0.00000,0.000
1542,01Jun2020  2130,0.00000,0.00000,0.00000,0.000
1543,01Jun2020  2200,0.00000,0.00000,0.00000,0.000
1544,01Jun2020  2230,0.00000,0.00000,0.00000,0.000
1545,01Jun2020  2300,0.00000,0.00000,0.00000,0.000
1546,01Jun2020  2330,0.00000,0.00000,0.00000,0.000
1547,02Jun2020  0000,0.00000,0.00000,0.00000,0.000
1548,02Jun2020  0030,0.00000,0.00000,0.00000,0.000
1549,02Jun2020  0100,0.00000,0.00000,0.00000,0.000
1550,02Jun2020  0130,0.00000,0.00000,0.00000,0.000
1551,02Jun2020  0200,0.00000,0.00000,0.00000,0.000
1552,02Jun2020  0230,0.00000,0.00000,0.00000,0.000
1553,02Jun2020  0300,0.00000,0.00000,0.00000,0.000
1554,02Jun2020  0330,0.00000,0.00000,0.00000,0.000
1555,02Jun2020  0400,0.00000,0.00000,0.00000,0.000
1556,02Jun2020  0430,0.00000,0.00000,0.00000,0.000
1557,02Jun2020  0500,0.00000,0.00000,0.00000,0.000
1558,02Jun2020  0530,0.00000,0.00000,0.00000,0.000
1559,02Jun2020  0600,0.00000,0.00000,0.00000,0.000
1560,02Jun2020  0630,0.00000,0.00000,0.00000,0.000
1561,02Jun2020  0700,0.00000,0.00000,0.00000,0.000
1562,02Jun2020  0730,0.00000,0.00000,0.00000,0.000
1563,02Jun2020  0800,0.00000,0.00000,0.00000,0.000
1564,02Jun2020  0830,0.00000,0.00000,0.00000,0.000
1565,02Jun2020  0900,0.00000,0.00000,0.00000,0.000
1566,02Jun2020  0930,0.00000,0.00000,0.00000,0.000
1567,02Jun2020  1000,0.00000,0.00000,0.00000,0.000
1568,02Jun2020  1030,0.00000,0.00000,0.00000,0.000
1569,02Jun2020  1100,0.00000,0.00000,0.00000,0.000
1570,02Jun2020  1130,0.00000,0.00000,0.00000,0.000
1571,02Jun2020  1200,0.00000,0.00000,0.00000,0.000
1572,02Jun2020  1230,0.00000,0.00000,0.00000,0.000
1573,02Jun2020  1300,0.00000,0.00000,0.00000,0.000
1574,02Jun2020  1330,0.00000,0.00000,0.00000,0.000
1575,02Jun2020  1400,0.00000,0.00000,0.00000,0.000
1576,02Jun2020  1430,0.00000,0.00000,0.00000,0.000
1577,02Jun2020  1500,0.00000,0.00000,0.00000,0.000
1578,02Jun2020  1530,0.00000,0.00000,0.00000,0.000
1579,02Jun2020  1600,0.00000,0.00000,0.00000,0.000
1580,02Jun2020  1630,0.00000,0.00000,0.00000,0.000
1581,02Jun2020  1700,0.00000,0.00000,0.00000,0.000
1582,02Jun2020  1730,0.00000,0.00000,0.00000,0.000
1583,02Jun2020  1800,0.00000,0.00000,0.00000,0.000
1584,02Jun2020  1830,0.00000,0.00000,0.00000,0.000
1585,02Jun2020  1900,0.00000,0.00000,0.00000,0.000
1586,02Jun2020  1930,0.00000,0.00000,0.00000,0.000
1587,02Jun2020  2000,0.00000,0.00000,0.00000,0.000
1588,02Jun2020  2030,0.00000,0.00000,0.00000,0.000
1589,02Jun2020  2100,0.00000,0.00000,0.00000,0.000
1590,02Jun2020  2130,0.00000,0.00000,0.00000,0.000
1591,02Jun2020  2200,0.00000,0.00000,0.00000,0.000
1592,02Jun2020  2230,0.00000,0.00000,0.00000,0.000
1593,02Jun2020  2300,0.00000,0.00000,0.00000,0.000
1594,02Jun2020  2330,0.00000,0.00000,0.00000,0.000
1595,03Jun2020  0000,0.00000,0.00000,0.00000,0.000
1596,03Jun2020  0030,0.00000,0.00000,0.00000,0.000
1597,03Jun2020  0100,0.00000,0.00000,0.00000,0.000
1598,03Jun2020  0130,0.00000,0.00000,0.00000,0.000
1599,03Jun2020  0200,0.00000,0.00000,0.00000,0.000
1600,03Jun2020  0230,0.00000,0.00000,0.00000,0.000
1601,03Jun2020  0300,0.00000,0.00000,0.00000,0.000
1602,03Jun2020  0330,0.00000,0.00000,0.00000,0.000
1603,03Jun2020  0400,0.00000,0.00000,0.00000,0.000
1604,03Jun2020  0430,0.00000,0.00000,0.00000,0.000
1605,03Jun2020  0500,0.00000,0.00000,0.00000,0.000
1606,03Jun2020  0530,0.00000,0.00000,0.00000,0.000
1607,03Jun2020  0600,0.00000,0.00000,0.00000,0.000
1608,03Jun2020  0630,0.00000,0.00000,0.00000,0.000
1609,03Jun2020  0700,0.00000,0.00000,0.00000,0.000
1610,03Jun2020  0730,0.00000,0.00000,0.00000,0.000
1611,03Jun2020  0800,0.00000,0.00000,0.00000,0.000
1612,03Jun2020  0830,0.00000,0.00000,0.00000,0.000
1613,03Jun2020  0900,0.00000,0.00000,0.00000,0.000
1614,03Jun2020  0930,0.00000,0.00000,0.00000,0.000
1615,03Jun2020  1000,0.00000,0.00000,0.00000,0.000
1616,03Jun2020  1030,0.00000,0.00000,0.00000,0.000
1617,03Jun2020  1100,0.00000,0.00000,0.00000,0.000
1618,03Jun2020  1130,0.00000,0.00000,0.00000,0.000
1619,03Jun2020  1200,0.00000,0.00000,0.00000,0.000
1620,03Jun2020  1230,0.00000,0.00000,0.00000,0.000
1621,03Jun2020  1300,0.00000,0.00000,0.00000,0.000
1622,03Jun2020  1330,0.00000,0.00000,0.00000,0.000
1623,03Jun2020  1400,0.00000,0.00000,0.00000,0.000
1624,03Jun2020  1430,0.00000,0.00000,0.00000,0.000
1625,03Jun2020  1500,0.00000,0.00000,0.00000,0.000
1626,03Jun2020  1530,0.00000,0.00000,0.00000,0.000
1627,03Jun2020  1600,0.00000,0.00000,0.00000,0.000
1628,03Jun2020  1630,0.00000,0.00000,0.00000,0.000
1629,03Jun2020  1700,0.00000,0.00000,0.00000,0.000
1630,03Jun2020  1730,0.00000,0.00000,0.00000,0.000
1631,03Jun2020  1800,0.00000,0.00000,0.00000,0.000
1632,03Jun2020  1830,0.00000,0.00000,0.00000,0.000
1633,03Jun2020  1900,0.00000,0.00000,0.00000,0.000
1634,03Jun2020  1930,0.08000,0.00000,0.00000,0.000
1635,03Jun2020  2000,0.00000,0.00000,0.00000,0.000
1636,03Jun2020  2030,0.00000,0.00000,0.00000,0.000
1637,03Jun2020  2100,0.00000,0.00000,0.00000,0.000
1638,03Jun2020  2130,0.00000,0.00000,0.00000,0.000
1639,03Jun2020  2200,0.00000,0.00000,0.00000,0.000
1640,03Jun2020  2230,0.00000,0.00000,0.00000,0.000
1641,03Jun2020  2300,0.00000,0.00000,0.00000,0.000
1642,03Jun2020  2330,0.00000,0.00000,0.00000,0.000
1643,04Jun2020  0000,0.00000,0.00000,0.00000,0.000
1644,04Jun2020  0030,0.00000,0.00000,0.00000,0.000
1645,04Jun2020  0100,0.00000,0.00000,0.00000,0.000
1646,04Jun2020  0130,0.00000,0.00000,0.00000,0.000
1647,04Jun2020  0200,0.00000,0.00000,0.00000,0.000
1648,04Jun2020  0230,0.00000,0.00000,0.00000,0.000
1649,04Jun2020  0300,0.00000,0.00000,0.00000,0.000
1650,04Jun2020  0330,0.00000,0.00000,0.00000,0.000
1651,04Jun2020  0400,0.00000,0.00000,0.00000,0.000
1652,04Jun2020  0430,0.00000,0.00000,0.00000,0.000
1653,04Jun2020  0500,0.00000,0.00000,0.00000,0.000
1654,04Jun2020  0530,0.00000,0.00000,0.00000,0.000
1655,04Jun2020  0600,0.00000,0.00000,0.00000,0.000
1656,04Jun2020  0630,0.00000,0.00000,0.00000,0.000
1657,04Jun2020  0700,0.00000,0.00000,0.00000,0.000
1658,04Jun2020  0730,0.00000,0.00000,0.00000,0.000
1659,04Jun2020  0800,0.00000,0.00000,0.00000,0.000
1660,04Jun2020  0830,0.00000,0.00000,0.00000,0.000
1661,04Jun2020  0900,0.00000,0.00000,0.00000,0.000
1662,04Jun2020  0930,0.00000,0.00000,0.00000,0.000
1663,04Jun2020  1000,0.00000,0.00000,0.00000,0.000
1664,04Jun2020  1030,0.00000,0.00000,0.00000,0.000
1665,04Jun2020  1100,0.00000,0.00000,0.00000,0.000
1666,04Jun2020  1130,0.00000,0.00000,0.00000,0.000
1667,04Jun2020  1200,0.00000,0.00000,0.00000,0.000
1668,04Jun2020  1230,0.00000,0.03000,0.00000,0.000
1669,04Jun2020  1300,0.00000,0.02000,0.00000,0.000
1670,04Jun2020  1330,0.00000,0.00000,0.00000,0.000
1671,04Jun2020  1400,0.00000,0.00000,0.00000,0.000
1672,04Jun2020  1430,0.00000,0.00000,0.00000,0.000
1673,04Jun2020  1500,0.00000,0.00000,0.00000,0.000
1674,04Jun2020  1530,0.00000,0.00000,0.00000,0.000
1675,04Jun2020  1600,0.00000,0.00000,0.00000,0.000
1676,04Jun2020  1630,0.03000,0.00000,0.00000,0.000
1677,04Jun2020  1700,0.00000,0.00000,0.00000,0.000
1678,04Jun2020  1730,0.00000,0.23000,0.00000,0.000
1679,04Jun2020  1800,0.00000,0.00000,0.00000,0.000
1680,04Jun2020  1830,0.06000,0.00000,0.00000,0.000
1681,04Jun2020  1900,0.00000,0.00000,0.00000,0.000
1682,04Jun2020  1930,0.00000,0.00000,0.00000,0.000
1683,04Jun2020  2000,0.00000,0.00000,0.00000,0.000
1684,04Jun2020  2030,0.00000,0.00000,0.00000,0.000
1685,04Jun2020  2100,0.00000,0.00000,0.00000,0.000
1686,04Jun2020  2130,0.00000,0.00000,0.00000,0.000
1687,04Jun2020  2200,0.00000,0.00000,0.00000,0.000
1688,04Jun2020  2230,0.00000,0.00000,0.00000,0.000
1689,04Jun2020  2300,0.00000,0.00000,0.04000,0.000
1690,04Jun2020  2330,0.00000,0.00000,0.01000,0.000
1691,05Jun2020  0000,0.00000,0.00000,0.00000,0.000
1692,05Jun2020  0030,0.00000,0.00000,0.00000,0.000
1693,05Jun2020  0100,0.00000,0.00000,0.00000,0.000
1694,05Jun2020  0130,0.00000,0.00000,0.00000,0.000
1695,05Jun2020  0200,0.00000,0.00000,0.00000,0.340
1696,05Jun2020  0230,0.00000,0.26000,0.00000,0.460
1697,05Jun2020  0300,0.00000,0.30000,0.00000,0.030
1698,05Jun2020  0330,0.30000,0.00000,0.00000,0.090
1699,05Jun2020  0400,0.85000,0.46000,0.00000,0.000
1700,05Jun2020  0430,0.08000,0.05000,0.00000,0.000
1701,05Jun2020  0500,0.09000,0.00000,0.00000,0.000
1702,05Jun2020  0530,0.00000,0.00000,0.00000,0.000
1703,05Jun2020  0600,0.00000,0.00000,0.00000,0.000
1704,05Jun2020  0630,0.00000,0.00000,0.00000,0.000
1705,05Jun2020  0700,0.00000,0.00000,0.00000,0.000
1706,05Jun2020  0730,0.00000,0.00000,0.00000,0.000
1707,05Jun2020  0800,0.00000,0.00000,0.00000,0.000
1708,05Jun2020  0830,0.00000,0.00000,0.00000,0.000
1709,05Jun2020  0900,0.00000,0.00000,0.00000,0.000
1710,05Jun2020  0930,0.00000,0.00000,0.00000,0.000
1711,05Jun2020  1000,0.00000,0.00000,0.00000,0.010
1712,05Jun2020  1030,0.00000,0.00000,0.00000,0.000
1713,05Jun2020  1100,0.00000,0.00000,0.00000,0.000
1714,05Jun2020  1130,0.00000,0.00000,0.00000,0.000
1715,05Jun2020  1200,0.00000,0.00000,0.00000,0.000
1716,05Jun2020  1230,0.00000,0.00000,0.00000,0.000
1717,05Jun2020  1300,0.00000,0.00000,0.00000,0.000
1718,05Jun2020  1330,0.00000,0.00000,0.00000,0.000
1719,05Jun2020  1400,0.00000,0.00000,0.00000,0.000
1720,05Jun2020  1430,0.00000,0.00000,0.00000,0.000
1721,05Jun2020  1500,0.00000,0.00000,0.00000,0.000
1722,05Jun2020  1530,0.00000,0.00000,0.00000,0.000
1723,05Jun2020  1600,0.00000,0.00000,0.00000,0.000
1724,05Jun2020  1630,0.00000,0.00000,0.00000,0.000
1725,05Jun2020  1700,0.00000,0.00000,0.00000,0.000
1726,05Jun2020  1730,0.00000,0.00000,0.00000,0.000
1727,05Jun2020  1800,0.00000,0.00000,0.00000,0.000
1728,05Jun2020  1830,0.00000,0.00000,0.00000,0.000
1729,05Jun2020  1900,0.00000,0.00000,0.00000,0.000
1730,05Jun2020  1930,0.00000,0.00000,0.00000,0.000
1731,05Jun2020  2000,0.00000,0.00000,0.00000,0.000
1732,05Jun2020  2030,0.00000,0.00000,0.00000,0.000
1733,05Jun2020  2100,0.00000,0.00000,0.00000,0.000
1734,05Jun2020  2130,0.00000,0.00000,0.00000,0.000
1735,05Jun2020  2200,0.00000,0.00000,0.00000,0.000
1736,05Jun2020  2230,0.00000,0.00000,0.00000,0.000
1737,05Jun2020  2300,0.00000,0.00000,0.00000,0.000
1738,05Jun2020  2330,0.00000,0.00000,0.00000,0.000
1739,06Jun2020  0000,0.00000,0.00000,0.00000,0.000
1740,06Jun2020  0030,0.00000,0.00000,0.00000,0.000
1741,06Jun2020  0100,0.00000,0.00000,0.00000,0.000
1742,06Jun2020  0130,0.00000,0.00000,0.00000,0.000
1743,06Jun2020  0200,0.00000,0.00000,0.00000,0.000
1744,06Jun2020  0230,0.00000,0.00000,0.00000,0.000
1745,06Jun2020  0300,0.00000,0.00000,0.00000,0.000
1746,06Jun2020  0330,0.00000,0.00000,0.00000,0.000
1747,06Jun2020  0400,0.00000,0.00000,0.00000,0.000
1748,06Jun2020  0430,0.00000,0.00000,0.00000,0.000
1749,06Jun2020  0500,0.00000,0.00000,0.00000,0.000
1750,06Jun2020  0530,0.00000,0.00000,0.00000,0.000
1751,06Jun2020  0600,0.00000,0.00000,0.00000,0.000
1752,06Jun2020  0630,0.00000,0.00000,0.00000,0.000
1753,06Jun2020  0700,0.00000,0.00000,0.00000,0.000
1754,06Jun2020  0730,0.00000,0.00000,0.00000,0.000
1755,06Jun2020  0800,0.00000,0.00000,0.00000,0.000
1756,06Jun2020  0830,0.00000,0.00000,0.00000,0.000
1757,06Jun2020  0900,0.00000,0.00000,0.00000,0.000
1758,06Jun2020  0930,0.00000,0.00000,0.00000,0.000
1759,06Jun2020  1000,0.00000,0.00000,0.00000,0.000
1760,06Jun2020  1030,0.00000,0.00000,0.00000,0.000
1761,06Jun2020  1100,0.00000,0.00000,0.00000,0.000
1762,06Jun2020  1130,0.00000,0.00000,0.00000,0.000
1763,06Jun2020  1200,0.00000,0.00000,0.00000,0.000
1764,06Jun2020  1230,0.00000,0.00000,0.00000,0.000
1765,06Jun2020  1300,0.00000,0.00000,0.00000,0.000
1766,06Jun2020  1330,0.00000,0.00000,0.00000,0.000
1767,06Jun2020  1400,0.00000,0.00000,0.00000,0.000
1768,06Jun2020  1430,0.00000,0.00000,0.00000,0.000
1769,06Jun2020  1500,0.00000,0.00000,0.00000,0.000
1770,06Jun2020  1530,0.00000,0.00000,0.00000,0.000
1771,06Jun2020  1600,0.00000,0.00000,0.00000,0.000
1772,06Jun2020  1630,0.00000,0.00000,0.00000,0.000
1773,06Jun2020  1700,0.00000,0.00000,0.00000,0.000
1774,06Jun2020  1730,0.00000,0.00000,0.00000,0.000
1775,06Jun2020  1800,0.00000,0.00000,0.00000,0.000
1776,06Jun2020  1830,0.00000,0.00000,0.00000,0.000
1777,06Jun2020  1900,0.00000,0.00000,0.00000,0.000
1778,06Jun2020  1930,0.00000,0.00000,0.00000,0.000
1779,06Jun2020  2000,0.00000,0.00000,0.00000,0.000
1780,06Jun2020  2030,0.00000,0.00000,0.00000,0.000
1781,06Jun2020  2100,0.00000,0.00000,0.00000,0.000
1782,06Jun2020  2130,0.00000,0.00000,0.00000,0.000
1783,06Jun2020  2200,0.00000,0.00000,0.00000,0.000
1784,06Jun2020  2230,0.00000,0.00000,0.00000,0.000
1785,06Jun2020  2300,0.00000,0.00000,0.00000,0.000
1786,06Jun2020  2330,0.00000,0.00000,0.00000,0.000
1787,07Jun2020  0000,0.00000,0.00000,0.00000,0.000
1788,07Jun2020  0030,0.00000,0.00000,0.00000,0.000
1789,07Jun2020  0100,0.00000,0.00000,0.00000,0.000
1790,07Jun2020  0130,0.00000,0.00000,0.00000,0.000
1791,07Jun2020  0200,0.00000,0.00000,0.00000,0.000
1792,07Jun2020  0230,0.00000,0.00000,0.00000,0.000
1793,07Jun2020  0300,0.00000,0.00000,0.00000,0.000
1794,07Jun2020  0330,0.00000,0.00000,0.00000,0.000
1795,07Jun2020  0400,0.00000,0.00000,0.00000,0.000
1796,07Jun2020  0430,0.00000,0.00000,0.00000,0.000
1797,07Jun2020  0500,0.00000,0.00000,0.00000,0.000
1798,07Jun2020  0530,0.00000,0.00000,0.00000,0.000
1799,07Jun2020  0600,0.00000,0.00000,0.00000,0.000
1800,07Jun2020  0630,0.00000,0.00000,0.00000,0.000
1801,07Jun2020  0700,0.00000,0.00000,0.00000,0.000
1802,07Jun2020  0730,0.00000,0.00000,0.00000,0.000
1803,07Jun2020  0800,0.00000,0.00000,0.00000,0.000
1804,07Jun2020  0830,0.00000,0.00000,0.00000,0.000
1805,07Jun2020  0900,0.00000,0.00000,0.00000,0.000
1806,07Jun2020  0930,0.00000,0.00000,0.00000,0.000
1807,07Jun2020  1000,0.00000,0.00000,0.00000,0.000
1808,07Jun2020  1030,0.00000,0.00000,0.00000,0.000
1809,07Jun2020  1100,0.00000,0.00000,0.00000,0.000
1810,07Jun2020  1130,0.00000,0.00000,0.00000,0.000
1811,07Jun2020  1200,0.00000,0.00000,0.00000,0.000
1812,07Jun2020  1230,0.00000,0.00000,0.00000,0.000
1813,07Jun2020  1300,0.00000,0.00000,0.00000,0.000
1814,07Jun2020  1330,0.00000,0.00000,0.00000,0.000
1815,07Jun2020  1400,0.00000,0.00000,0.00000,0.000
1816,07Jun2020  1430,0.00000,0.00000,0.00000,0.000
1817,07Jun2020  1500,0.00000,0.00000,0.00000,0.000
1818,07Jun2020  1530,0.00000,0.00000,0.00000,0.000
1819,07Jun2020  1600,0.00000,0.00000,0.00000,0.000
1820,07Jun2020  1630,0.00000,0.00000,0.00000,0.000
1821,07Jun2020  1700,0.00000,0.00000,0.00000,0.000
1822,07Jun2020  1730,0.00000,0.00000,0.00000,0.000
1823,07Jun2020  1800,0.00000,0.00000,0.00000,0.000
